source_file,source_batch,source_row,source_field_count,date_or_range,evidence_class,scope,item_or_person,source_or_repository,status,significance,next_action,source_overflow_1,source_overflow_2,source_overflow_3,source_overflow_4,source_id,date,author,title,venue_or_repository,locus,use,limitations,title_or_object,repository_or_venue
research_notes/lovejoy_orientalist_source_register_batch16_delta.csv,16,2,8,1906-1907,primary_bibliographic,strict_core,Deussen Outline of the Vedanta System English translation,Google Books; CiNii; Open Library; PhilPapers,confirmed,The book Lovejoy reviewed was translated by James Haughton Woods and Catharine Bird Runkle; translator identity is stable across records although 1906 imprint/edition metadata varies between Harvard University Press and Grafton Press,Inspect exact title/copyright pages of the copy reviewed; extract Lovejoy primary review,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch16_delta.csv,16,3,8,1900-1935,institutional_context,strict_core,James Haughton Woods Harvard Indic-philosophy career,Harvard EALC official Woods profile; Harvard University Archives HUG 1880.2xx,confirmed,"Woods studied under Deussen, studied in India at Benares/Kashmir, returned to Harvard in 1903, became Professor of Philosophical Systems of India, translated Pali/Sanskrit scriptures, and helped institutionalize Asian studies; places Lovejoy's 1907 Deussen review inside a professional Indic-philosophy network",Search Woods papers for Lovejoy/Deussen/Ramanuja/Vedanta; avoid teacher-student claim for Lovejoy's 1895-98 Harvard years,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch16_delta.csv,16,4,8,1895-1898,evidence_limit,strict_core,Woods not established as Lovejoy's Harvard teacher,Harvard EALC; Harvard Crimson Woods career notice,confirmed_chronology_limit,Woods's relevant philosophy/Indic Harvard appointments postdate Lovejoy's main Harvard formation; Lanman/Everett/Toy remain confirmed direct teachers,Maintain explicit distinction between direct pedagogy and later professional network,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch16_delta.csv,16,5,12,1885-1931,archive_primary_target,strict_core,Letters to James Haughton Woods MS Am 2693,Houghton Library HOLLIS,confirmed_collection,One-box collection of letters/documents sent to Woods; potential high-yield test for direct Lovejoy-Woods correspondence," ""Search/request Lovejoy", Deussen, Ramanuja, Vedanta," Shankara""",,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch16_delta.csv,16,6,8,1860s-1961,archive_primary_target,strict_core,Papers of James Haughton Woods HUG 1880.2xx,Harvard University Archives HOLLIS,confirmed_collection,"Contains correspondence, comparative-religion/language/philosophy writings, lecture notes and 1903 India diary; relevant to institutional context of the 1907 review",Search/request Lovejoy and translation/review-related correspondence,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch16_delta.csv,16,7,8,1932-03-18,network_later,history_of_ideas,James Haughton Woods announces Lovejoy William James Lectureship,Harvard Crimson,confirmed_primary_press,Woods as Harvard Philosophy chair announced Lovejoy as second William James Lecturer; report identifies planned Great Chain of Being/history-of-ideas lectures. Demonstrates later professional relation but not causal influence from Woods's Indology,Search departmental correspondence/appointment records; keep later network continuity separate from early influence claims,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,2,8,1898-1899,institutional_primary,comparative_religion,Marillier EPHE seminar participant categories,"EPHE Section des sciences religieuses annual report, Persée",confirmed,"20 registered; regular titular students Söderblom, Travers, Schaefer; active auditors Lovejoy, W. S. Andrews, Lorette. Lovejoy is institutionally described as having taken an active part in the work, stronger than mere attendance",Resolve unidentified peers through EPHE registration/attendance records; do not infer individual assignments without direct evidence,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,3,8,1898,primary_bibliographic,comparative_religion,Nathan Söderblom EPHE diploma on survivance,EPHE diploma tables; Persée Marillier authority,confirmed,Traces dans le Mazdéisme d'une ancienne conception sur la survivance des morts is explicitly catalogued under Marillier's direction; same-year supervised research output on the seminar's survivance problem,Collate diploma/published Les Fravashis with Marillier Survivance and Lovejoy 005 pp1-30,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,4,8,1898-1899,primary_bibliographic,comparative_religion,Nathan Söderblom Les Fravashis,"Revue de l'histoire des religions 39 (1899), 229-260, 373-418",confirmed,Published expansion of the Marillier-supervised survivance research provides a parallel student product for comparison with Lovejoy 005,"Extract full argument/source sequence and compare shared bibliography, order, and divergent classifications",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,5,8,1897-1899,institutional_primary,strict_core,Nathan Söderblom Avestan training under Antoine Meillet,"EPHE Section des sciences historiques et philologiques annual reports, Persée",confirmed,Söderblom simultaneously explained Vendidad/Yashts and later Yasna/gathas under Meillet while pursuing Marillier-supervised comparative religion; demonstrates a documented philology-plus-comparison workflow in the same EPHE environment,Use as methodological control; distinguish Söderblom's Iranian philology from Lovejoy's own language competence,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,6,8,1897-1901,archive_primary_target,comparative_religion,Nathan Söderblom papers,Uppsala University Library Alvin; shelfmark N. Söderblom,confirmed_collection,"Large non-digital archive includes manuscripts, notes, correspondence and working materials; strongest external manuscript target for another Marillier seminar witness","Request/search Paris, EPHE, Marillier, Fravashis, survivance, vie future, eschatologie, diploma drafts and 1897-1901 notebooks",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,7,8,1899-1900,institutional_primary,comparative_religion,Marillier continuing seminar programme,"EPHE Section des sciences religieuses annual report, Persée",confirmed,"Programme continued agrarian/fecundative sacrifice, magical power of blood, Frazer critique, origin of death, amoral eschatology and Christian interpolation; confirms multi-year programme continuity closely matching 005 topic clusters","Use only as programme continuity, not evidence of Lovejoy attendance or page dating",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,8,8,1905,institutional_primary,washington_university,Lovejoy managing editor of Bulletin of Washington University Association,"Washington University Hatchet 1905, p.228; WashU Digital Commons",confirmed,"Lovejoy was Managing Editor of the Association Bulletin with Heller, Winston and Vickroy, placing him directly inside a lecture/publication channel during the year of the 005 Hist. Relig. reuse","Search Association programmes, ephemera and Bulletin-related archives for Dec. 20 1905 history-of-religion context",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,9,8,1901,primary_bibliographic,strict_core,Lovejoy Syllabus The Philosophy of Buddhism,Daniel J. Wilson annotated bibliography; Washington University Association,confirmed_secondary_locator,"Four-lecture syllabus predates the Association Bulletin (begun 1903), so retrieval should target standalone pamphlet/lecture ephemera rather than bound Bulletin volumes","Search WashU Special Collections, Association records and Lovejoy papers for original syllabus",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch17_delta.csv,17,10,8,1905,evidence_limit,washington_university,Hist. Relig. Dec. 20 1905 institutional identification,005 p44; 1905 WashU catalogue and Association context,unresolved,Association and catalogue evidence make a course/lecture connection searchable but no source yet ties the notebook heading to a specific event or formal course,"Search 1905 catalogue page-by-page, Association programmes, local press and Lovejoy correspondence; retain unresolved status",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch18_delta.csv,18,2,8,1901,primary_text,comparative_religion,Söderblom preface acknowledges Marillier notes,"Nathan Söderblom, La vie future d'après le mazdéisme (1901), IA laviefuturedapr00sdgoog",confirmed,Söderblom states that Marillier generously offered him his own notes on part of the comparative field; direct evidence that Marillier circulated working notes to a student,Use as workshop-mechanism evidence; do not infer identical access for Lovejoy without direct proof,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch18_delta.csv,18,3,8,1901,primary_text,archive_method,Marillier cosmogony/flood note dossier used by Söderblom,"Söderblom 1901, printed p.191 and following pages; IA laviefuturedapr00sdgoog",confirmed,Söderblom says Marillier let him consult abundant notes on cosmogony/flood narratives and specifies that direct extracts are marked M.; following bibliography contains numerous M-marked citations,Compare M-marked bibliography against RAI MS99 /8 and /11 to test identity/genealogy of surviving dossier,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch18_delta.csv,18,4,8,1901,primary_text,comparative_religion,Söderblom on continuation/survivance terminology,"Söderblom 1901, printed pp.17-18",confirmed,Explicitly credits Marillier with rendering Tylor's continuation theory as survivance and uses continuation/survivance to isolate non-moral non-retributive afterlife beliefs,Build structured comparison with 005 pp1-30 and Marillier Survivance,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch18_delta.csv,18,5,8,1901,primary_text,comparative_religion,Söderblom methodological relation to Marillier,"Söderblom 1901, printed p.33 and pp.40-48",confirmed,Söderblom says he follows Marillier's remarkable study but with different divisions and a somewhat different point of view; explicitly states he profited from Marillier's 1898-99 EPHE conferences,Use as same-seminar model of inheritance plus reclassification rather than copying,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch18_delta.csv,18,6,8,1901,primary_text,magic_mana,Söderblom attributes generalized mana language to Marillier,"Söderblom 1901, printed p.37",confirmed,Primary text reads that vigor/intellectual and bodily force/extraordinary capacity can be summarized with Marillier's Melanesian expression 'le mana de l'homme',Upgrade mana genealogy from secondary to primary; retain evidence limit that 005 has no secure mana lexeme,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch18_delta.csv,18,7,8,1901,primary_text,archive_provenance,Söderblom M-marked bibliographic extracts,"Söderblom 1901, printed pp.191ff.",confirmed,"Dense references explicitly marked M. provide a bibliographic residue of Marillier's source-extract files across Asia, Americas and Oceania",Create source-order/page-reference concordance against MS99 flood dossier once images are available,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch19_delta.csv,19,2,8,1898-1901,cross_student_primary,comparative_religion,Murray Pawnee future-life source,Söderblom 1901 p19; Lovejoy 005 p19/MS37,confirmed_parallel,Both same-seminar students use C. A. Murray Travels in North America in Pawnee afterlife context; Lovejoy additionally turns the citation into missionary/contact source criticism,Check exact Murray edition/page in 005 and Marillier Survivance/source dossier,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch19_delta.csv,19,3,8,1898-1901,cross_student_primary,comparative_religion,Greenland/Eskimo two-abode problem,Söderblom 1901 pp29-30; Lovejoy 005 p11 dated Dec 14,confirmed_parallel,"Both treat drowned persons/women dying in childbirth and differentiated post-mortem abodes as non-retributive; Söderblom groups by morphology of abodes, Lovejoy tests moral vs ritual/magical causation",Collate Egede/Rink/Boas references and order against Marillier Survivance and MS99 /1-2,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch19_delta.csv,19,4,8,1898-1901,cross_student_primary,comparative_religion,Madagascar Hova Abinal-Vaissiere second-death cluster,Söderblom 1901 pp26-27; Lovejoy 005 pp29-30 inserted Marillier-Survivance slip,confirmed_strong_parallel,"Same Marillier label/problem field, same Vingt ans a Madagascar source, Hova material and second-death/limited-survival problem; strongest cross-student source cluster yet",Build exact source/page-order concordance with Marillier Survivance and MS99 /1-2,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch19_delta.csv,19,5,8,1898-1901,cross_student_primary,comparative_religion,Cheyenne/status selection in future life,Söderblom 1901 pp25-26; Lovejoy 005 pp21-23,confirmed_parallel,Shared case field distinguishes prowess/status/bodily or ritual qualification from ethical merit; Lovejoy emphasizes determinant/causal classification,Recover exact common ethnographic source and compare page citations,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch19_delta.csv,19,6,8,1898-1901,method_comparison,comparative_religion,Söderblom versus Lovejoy classificatory architecture,Söderblom 1901 pp17-48; Lovejoy 005 pp3-30,strong_inference,"Söderblom organizes by forms/abodes and reasons for separation then transition to retribution; Lovejoy organizes increasingly by naturalistic, ritual, social and strictly moral determinants. Supports shared dossier with divergent abstraction",Formalize claim/source/mechanism table; avoid treating taxonomy difference as fully mature unit-idea method,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch20_delta.csv,20,2,8,1894,primary_bibliographic,comparative_religion,S. R. Steinmetz Ethnologische Studien zur ersten Entwickelung der Strafe,Deutsche Digitale Bibliothek/Bayerische Staatsbibliothek; Mauss bibliography,confirmed,Book targeted by Mauss and by Marillier's later seminar refutation; establishes named controversy behind survivance problem,Extract Steinmetz sections on continuation/retribution and compare exact ethnographic cases,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch20_delta.csv,20,3,8,1896,primary_text,comparative_religion,Mauss critique of Steinmetz using Marillier,Revue de l'histoire des religions 34-35; UQAM electronic edition,confirmed,Mauss explicitly opposes Marillier's observations to Steinmetz and states that critique of texts yields different results from registering their raw/general content,Build Steinmetz claim -> Mauss/Marillier rebuttal -> 005 case table,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch20_delta.csv,20,4,8,1896,primary_text,source_criticism,Christian/Hindu/Buddhist contamination in comparative evidence,"Mauss, La religion et les origines du droit penal",confirmed,"Mauss rejects multiple Steinmetz counterexamples as historically contaminated by Christian, Buddhist or Hindu influence; naraka is used as borrowing evidence",Compare directly with 005 missionary/Hindu influence notes and source chronology,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch20_delta.csv,20,5,8,1896,primary_text,comparative_religion,Ritual performance and manner of death compatible with continuation,"Mauss, La religion et les origines du droit penal",confirmed,"Mauss argues differentiated afterlives can arise from continuing inequalities, accomplishment of rites or genre de mort without moral retribution","Compare with 005 Dec 14 Greenland case, suicide/drowning/childbirth and pp14-15 taxonomy",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch20_delta.csv,20,6,8,1898-1899,institutional_primary,comparative_religion,Marillier EPHE seminar explicitly refutes Steinmetz,"EPHE religious sciences annual report p33, Persée",confirmed,Names Steinmetz refutation as essential Monday-conference task and says new supporting facts came especially from the two Americas; Lovejoy listed among active auditors,Reconstruct added American evidence; test Conard/Moon and 005 source clusters,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch20_delta.csv,20,7,8,1898-1899,interpretive_inference,method_history,005 pp1-30 as controversy notebook,005 transcription + EPHE report + Mauss 1896,strong_inference,"Notebook's missionary/contact criticism, ritual/status/manner-of-death distinctions and moral taxonomy match the live anti-Steinmetz evidentiary programme; suggests active argumentative training rather than passive lecture summary",Preserve as inference until direct Marillier/Steinmetz phrasing or MS99 source-order evidence is found,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch21_delta.csv,21,2,8,1897-1898,institutional_biographical,comparative_religion,Elizabeth Laetitia Moon Paris study,Woman's Who's Who of America 1914-15; Grinnell College institutional history,confirmed,Moon studied at Ecole des Hautes Etudes/Sorbonne in Paris immediately before Lovejoy and began comparative-religion dissertation work on Algonquian God/future-life ideas,Search EPHE registration/attendance records; do not yet call her Marillier's student,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch21_delta.csv,21,3,8,1899,primary_bibliographic,comparative_religion,Moon dissertation Ideas of the future life held by Algonkin Indians,BnF; Persée Marillier authority,confirmed,University of Chicago dissertation explicitly bibliographically marked Traduit par L. Marillier; direct Marillier editorial/translation relation,Locate dissertation text/acknowledgements and Chicago doctoral file for Paris/Marillier correspondence,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch21_delta.csv,21,4,8,1900,primary_publication,comparative_religion,Algonquian future-life study in RHR 42,JSTOR Revue de l'histoire des religions vol.42,confirmed,Two installments pp9-49 and 220-274 indexed under E. Laetitia Moon Conard and L. Marillier; places American evidence inside Marillier/RHR editorial ecology,Extract XML/PDF/plain text and source-order concordance with 005 pp16-30,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch21_delta.csv,21,5,8,1901,primary_publication,comparative_religion,Les Idees des Indiens algonquins relatives a la vie d'outre-tombe,Google Books; BnF,confirmed,"99-page Leroux book translated by Marillier; source field includes missionary relations, Cheyenne, Schoolcraft, bodily soul, continued hunting/ordinary life and Christian/contact elements","Build exact book/page/source concordance with Marillier Survivance, MS99 /1-2, and 005",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch21_delta.csv,21,6,8,1901,primary_text,comparative_religion,Charlevoix prowess/status as title to paradise,"Conard 1901, Google Books p69",confirmed,"Good hunter, war bravery, worldly success and killing enemies appear as titles to paradise; direct comparative control for Lovejoy's distinction between status/prowess and moral reward",Identify whether 005 or Marillier cites same Charlevoix passage and compare classification,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch21_delta.csv,21,7,8,1898-1900,contextual_inference,source_circulation,Moon-Conard as American evidence node around Marillier,EPHE 1898-99 report + Moon/Conard publication chronology,plausible_unproved,Marillier says new supporting facts came especially from the two Americas while Moon's Algonquian project was developing and then translated by him; possible source-flow node but no proof she supplied seminar evidence,"Search enrollment, correspondence, acknowledgements and exact source-order overlaps before stronger claim",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch22_delta.csv,22,2,8,1896,primary_context,strict_core,Richard Garbe Sāṃkhya und Yoga,Heidelberg digitization; Strassburg 1896,confirmed,Garbe places Sāṁkhya before Buddhism and treats it as a major source for theoretical Buddhism while citing Jacobi's new Sāṁkhya-Yoga origin thesis; establishes live priority controversy matching 004's broad problem-field,Extract exact pages and compare Garbe's priority/source claims with 004 wording; do not infer direct Lovejoy use without citation,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch22_delta.csv,22,3,8,1896,primary_context,strict_core,Hermann Jacobi Der Ursprung des Buddhismus aus dem Sāṁkhya-Yoga,Göttingen Nachrichten 1896 pp43-58; Internet Archive nachrichtenvond09klasgoog; Hathi 000517694,confirmed_bibliographic_primary_access,Contemporary specialist intervention arguing a Sāṁkhya-Yoga genealogy for Buddhism; sharpens the historical controversy around 004's chronology and borrowing questions,Read primary article and test direct phrase/problem overlap with 004 and Garbe; determine whether Lovejoy cites or indirectly engages it,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch22_delta.csv,22,4,8,1896,primary_context,strict_core,Émile Senart À propos de la théorie bouddhique des douze nidânas,Mélanges Charles de Harlez; Leiden Brill 1896,confirmed_bibliographic,Immediate 1898 polemical target and contemporary attempt to reconstruct the composition/meaning of the twelve nidānas; situates 004's duplication sequence and heterogeneity problems inside live debate,Recover primary scan; verify exact pagination; build point-by-point Senart→004→1898 disagreement table,,,,,,,,,,,,,,
